 เลขรหัสสถานศึกษา , จังหวัด , ขื่อโรงเรียน , ประเภทสถานศึกษา , ระดับชั้น , ประเภทวิชา , สาขาวิชา , ผู้สำเร็จการศึกษา , ติดตามได้ , ศึกษาต่อ , รองานหรือว่างงาน , ทำงานรัฐวิสาหกิจ , ทำงานราชการ , ทำงานเอกชน , อาชีพอิสระ , อื่น ๆ 
1310100825,นนทบุรี,โรงเรียนกองทัพบกอุปถัมภ์ ช่างกล ขส.ทบ.,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,65,23,23,    ,    ,    ,    ,    ,    
1310100825,นนทบุรี,โรงเรียนกองทัพบกอุปถัมภ์ ช่างกล ขส.ทบ.,เอกชน,ปวส.,อุตสาหกรรม,ช่างอากาศยาน,7,1,1,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวช.,เทคโนโลยีสารสนเทศและการสื่อสาร,เทคโนโลยีสารสนเทศ,8,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,55,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,20,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,37,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวช.,ศิลปกรรม,คอมพิวเตอร์กราฟิก,67,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวช.,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,17,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,เทคโนโลยีสารสนเทศและการสื่อสาร,เทคโนโลยีสารสนเทศ,13,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,15,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการ,21,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการโลจิสติกส์,1,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการโลจิสติกส์และซัพพลายเชน,44,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,34,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,10,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,ศิลปกรรม,ดิจิทัลกราฟิก,53,    ,    ,    ,    ,    ,    ,    ,    
1310100830,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิบูลย์บริหารธุรกิจ รามอินทรา,เอกชน,ปวส.,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,1,    ,    ,    ,    ,    ,    ,    ,    
1310100835,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีช่างอุตสาหกรรมกรุงเทพ,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,19,17,11,3,1,    ,1,1,    
1310100835,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีช่างอุตสาหกรรมกรุงเทพ,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,19,17,5,3,    ,    ,2,4,3
1310100835,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีช่างอุตสาหกรรมกรุงเทพ,เอกชน,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,1,1,1,    ,    ,    ,    ,    ,    
1310100835,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีช่างอุตสาหกรรมกรุงเทพ,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,12,9,    ,2,    ,    ,2,2,3
1310100835,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีช่างอุตสาหกรรมกรุงเทพ,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,24,21,4,    ,1,    ,11,2,3
1310100836,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีสหะพาณิชย์บริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,โลจิสติกส์,27,27,13,    ,    ,    ,    ,14,    
1310100836,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีสหะพาณิชย์บริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,16,16,5,    ,    ,    ,1,10,    
1310100836,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีสหะพาณิชย์บริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,28,28,14,1,    ,    ,2,11,    
1310100836,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีสหะพาณิชย์บริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,58,58,25,    ,    ,    ,    ,32,1
